parcel_id,municipality,land_area_m2,zoning_or_land_use,assessment_class,has_residential_use,source_ref,quality_tier,notes
lotcon-7697,municipality-5,401901.05,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 5; concession=2 NORTH OF DURHAM ROAD; legal=LOT 5, CON 2 NDR; linkage=none"
lotcon-7698,municipality-4,824756.63,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 64; concession=3 EAST OF GARAFRAXA ROAD; legal=LOT 64, 3 EGR; linkage=none"
lotcon-7699,municipality-3,471480.25,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 223; concession=RANGE 3W; legal=LOT 223, RANGE 3W; linkage=none"
lotcon-7700,municipality-4,449116.62,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 18; concession=4 SOUTH OF DURHAM ROAD; legal=LOT 18, CON 4 SDR; linkage=none"
lotcon-7701,municipality-3,404532.25,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 216; concession=RANGE 4W; legal=LOT 216, RANGE 4W; linkage=none"
lotcon-7702,municipality-4,421267.25,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 50; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 50, CON 1 SDR; linkage=none"
lotcon-7703,municipality-4,375949.33,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 5; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 5, CON 3 SDR; linkage=none"
lotcon-7704,municipality-3,239628.72,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT A; concession=19; legal=LOT A, CON 19; linkage=none"
lotcon-7705,municipality-4,542013.85,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 27; concession=1 NORTH OF DURHAM ROAD; legal=LOT 27, CON 1 NDR; linkage=none"
lotcon-7706,municipality-5,390600.60,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 4; concession=2 NORTH OF DURHAM ROAD; legal=LOT 4, CON 2 NDR; linkage=none"
lotcon-7707,municipality-3,790136.33,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 11; concession=18; legal=LOT 11, CON 18; linkage=none"
lotcon-7708,municipality-4,403767.58,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 4; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 4, CON 3 SDR; linkage=none"
lotcon-7709,municipality-3,654752.79,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 27; concession=22; legal=LOT 27, CON 22; linkage=none"
lotcon-7710,municipality-4,407603.70,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 49; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 49, CON 1 SDR; linkage=none"
lotcon-7711,municipality-4,450814.52,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 17; concession=4 SOUTH OF DURHAM ROAD; legal=LOT 17, CON 4 SDR; linkage=none"
lotcon-7712,municipality-4,444980.17,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=1 NORTH OF DURHAM ROAD; legal=LOT 26, CON 1 NDR; linkage=none"
lotcon-7713,municipality-3,416983.32,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 238; concession=RANGE 1W; legal=LOT 238, RANGE 1W; linkage=none"
lotcon-7714,municipality-3,787167.15,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 20; concession=17; legal=LOT 20, CON 17; linkage=none"
lotcon-7715,municipality-5,401882.52,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=2 NORTH OF DURHAM ROAD; legal=LOT 3, CON 2 NDR; linkage=none"
lotcon-7716,municipality-3,806030.19,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 29; concession=16; legal=LOT 29, CON 16; linkage=none"
lotcon-7717,municipality-4,400887.74,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 3, CON 3 SDR; linkage=none"
lotcon-7718,municipality-3,966991.90,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=22; legal=LOT 26, CON 22; linkage=none"
lotcon-7719,municipality-3,545797.09,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 232; concession=RANGE 2W; legal=LOT 232, RANGE 2W; linkage=none"
lotcon-7720,municipality-4,373974.51,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 48; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 48, CON 1 SDR; linkage=none"
lotcon-7721,municipality-4,404421.83,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 2; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 2, CON 3 SDR; linkage=none"
lotcon-7722,municipality-4,407416.76,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 25; concession=1 NORTH OF DURHAM ROAD; legal=LOT 25, CON 1 NDR; linkage=none"
lotcon-7723,municipality-5,406675.07,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 2; concession=2 NORTH OF DURHAM ROAD; legal=LOT 2, CON 2 NDR; linkage=none"
lotcon-7724,municipality-4,465715.12,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 16; concession=4 SOUTH OF DURHAM ROAD; legal=LOT 16, CON 4 SDR; linkage=none"
lotcon-7725,municipality-3,1103541.30,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 33; concession=15; legal=LOT 33, CON 15; linkage=none"
lotcon-7726,municipality-3,488157.32,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 224; concession=RANGE 3W; legal=LOT 224, RANGE 3W; linkage=none"
lotcon-7727,municipality-4,428193.88,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 1; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 1, CON 3 SDR; linkage=none"
lotcon-7728,municipality-4,409030.64,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 47; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 47, CON 1 SDR; linkage=none"
lotcon-7729,municipality-3,409083.18,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 217; concession=RANGE 4W; legal=LOT 217, RANGE 4W; linkage=none"
lotcon-7730,municipality-3,817117.51,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 10; concession=18; legal=LOT 10, CON 18; linkage=none"
lotcon-7731,municipality-3,952110.83,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 25; concession=22; legal=LOT 25, CON 22; linkage=none"
lotcon-7732,municipality-4,413124.34,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 24; concession=1 NORTH OF DURHAM ROAD; legal=LOT 24, CON 1 NDR; linkage=none"
lotcon-7733,municipality-5,424176.93,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 1; concession=2 NORTH OF DURHAM ROAD; legal=LOT 1, CON 2 NDR; linkage=none"
lotcon-7734,municipality-3,803766.41,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 19; concession=17; legal=LOT 19, CON 17; linkage=none"
lotcon-7735,municipality-4,466471.58,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 15; concession=4 SOUTH OF DURHAM ROAD; legal=LOT 15, CON 4 SDR; linkage=none"
lotcon-7736,municipality-3,804837.51,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 28; concession=16; legal=LOT 28, CON 16; linkage=none"
lotcon-7737,municipality-4,400041.60,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 46; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 46, CON 1 SDR; linkage=none"
lotcon-7738,municipality-3,394566.83,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 239; concession=RANGE 1W; legal=LOT 239, RANGE 1W; linkage=none"
lotcon-7739,municipality-4,400315.43,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 23; concession=1 NORTH OF DURHAM ROAD; legal=LOT 23, CON 1 NDR; linkage=none"
lotcon-7740,municipality-4,817827.76,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 61; concession=3 WEST OF GARAFRAXA ROAD; legal=LOT 61, 3 WGR; linkage=none"
lotcon-7741,municipality-4,825566.08,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 62; concession=2 WEST OF GARAFRAXA ROAD; legal=LOT 62, 2 WGR; linkage=none"
lotcon-7742,municipality-3,919181.76,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 24; concession=22; legal=LOT 24, CON 22; linkage=none"
lotcon-7743,municipality-4,949545.65,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 64; concession=2 EAST OF GARAFRAXA ROAD; legal=LOT 64, 2 EGR; linkage=none"
lotcon-7744,municipality-3,556553.83,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 233; concession=RANGE 2W; legal=LOT 233, RANGE 2W; linkage=none"
lotcon-7745,municipality-4,403543.37,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 45; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 45, CON 1 SDR; linkage=none"
lotcon-7746,municipality-4,405892.66,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 22; concession=1 NORTH OF DURHAM ROAD; legal=LOT 22, CON 1 NDR; linkage=none"
lotcon-7747,municipality-4,797767.59,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 65; concession=3 EAST OF GARAFRAXA ROAD; legal=LOT 65, 3 EGR; linkage=none"
lotcon-7748,municipality-4,451121.66,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=4 SOUTH OF DURHAM ROAD; legal=LOT 14, CON 4 SDR; linkage=none"
lotcon-7749,municipality-3,805861.52,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 9; concession=18; legal=LOT 9, CON 18; linkage=none"
lotcon-7750,municipality-3,450694.14,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 225; concession=RANGE 3W; legal=LOT 225, RANGE 3W; linkage=none"
lotcon-7751,municipality-3,950482.56,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 23; concession=22; legal=LOT 23, CON 22; linkage=none"
lotcon-7752,municipality-3,393872.02,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 218; concession=RANGE 4W; legal=LOT 218, RANGE 4W; linkage=none"
lotcon-7753,municipality-4,393619.24,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 44; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 44, CON 1 SDR; linkage=none"
lotcon-7754,municipality-3,793998.70,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 18; concession=17; legal=LOT 18, CON 17; linkage=none"
lotcon-7755,municipality-4,412301.86,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 21; concession=1 NORTH OF DURHAM ROAD; legal=LOT 21, CON 1 NDR; linkage=none"
lotcon-7756,municipality-3,818998.07,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 27; concession=16; legal=LOT 27, CON 16; linkage=none"
lotcon-7757,municipality-4,400207.15,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 43; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 43, CON 1 SDR; linkage=none"
lotcon-7758,municipality-4,453268.86,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=4 SOUTH OF DURHAM ROAD; legal=LOT 13, CON 4 SDR; linkage=none"
lotcon-7759,municipality-3,422843.14,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 240; concession=RANGE 1W; legal=LOT 240, RANGE 1W; linkage=none"
lotcon-7760,municipality-4,421952.69,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 20; concession=1 NORTH OF DURHAM ROAD; legal=LOT 20, CON 1 NDR; linkage=none"
lotcon-7761,municipality-3,915935.28,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 22; concession=22; legal=LOT 22, CON 22; linkage=none"
lotcon-7762,municipality-3,549146.67,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 234; concession=RANGE 2W; legal=LOT 234, RANGE 2W; linkage=none"
lotcon-7763,municipality-4,403171.31,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 42; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 42, CON 1 SDR; linkage=none"
lotcon-7764,municipality-3,809053.00,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 8; concession=18; legal=LOT 8, CON 18; linkage=none"
lotcon-7765,municipality-4,393153.63,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 19; concession=1 NORTH OF DURHAM ROAD; legal=LOT 19, CON 1 NDR; linkage=none"
lotcon-7766,municipality-4,445697.82,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=4 SOUTH OF DURHAM ROAD; legal=LOT 12, CON 4 SDR; linkage=none"
lotcon-7767,municipality-3,996309.30,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 21; concession=22; legal=LOT 21, CON 22; linkage=none"
lotcon-7768,municipality-3,475475.34,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 226; concession=RANGE 3W; legal=LOT 226, RANGE 3W; linkage=none"
lotcon-7769,municipality-3,817571.26,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 17; concession=17; legal=LOT 17, CON 17; linkage=none"
lotcon-7770,municipality-3,413799.38,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 219; concession=RANGE 4W; legal=LOT 219, RANGE 4W; linkage=none"
lotcon-7771,municipality-4,262092.80,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 64; concession=2 SOUTH OF DURHAM ROAD; legal=LOT 64, CON 2 SDR; linkage=none"
lotcon-7772,municipality-4,422816.31,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 41; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 41, CON 1 SDR; linkage=none"
lotcon-7773,municipality-3,794906.04,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=16; legal=LOT 26, CON 16; linkage=none"
lotcon-7774,municipality-4,406886.98,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 18; concession=1 NORTH OF DURHAM ROAD; legal=LOT 18, CON 1 NDR; linkage=none"
lotcon-7775,municipality-4,394613.36,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 63; concession=2 SOUTH OF DURHAM ROAD; legal=LOT 63, CON 2 SDR; linkage=none"
lotcon-7776,municipality-3,1005388.97,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 20; concession=22; legal=LOT 20, CON 22; linkage=none"
lotcon-7777,municipality-4,462709.54,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 11; concession=4 SOUTH OF DURHAM ROAD; legal=LOT 11, CON 4 SDR; linkage=none"
lotcon-7778,municipality-4,397912.31,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 40; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 40, CON 1 SDR; linkage=none"
lotcon-7779,municipality-4,402561.22,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 17; concession=1 NORTH OF DURHAM ROAD; legal=LOT 17, CON 1 NDR; linkage=none"
lotcon-7780,municipality-4,816468.77,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 62; concession=3 WEST OF GARAFRAXA ROAD; legal=LOT 62, 3 WGR; linkage=none"
lotcon-7781,municipality-4,404472.92,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 62; concession=2 SOUTH OF DURHAM ROAD; legal=LOT 62, CON 2 SDR; linkage=none"
lotcon-7782,municipality-4,1234507.26,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 28; concession=1 EAST OF GARAFRAXA ROAD; legal=LOT 28, 1 EGR; linkage=none"
lotcon-7783,municipality-3,818202.68,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 7; concession=18; legal=LOT 7, CON 18; linkage=none"
lotcon-7784,municipality-3,553186.30,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 235; concession=RANGE 2W; legal=LOT 235, RANGE 2W; linkage=none"
lotcon-7785,municipality-4,827941.61,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 63; concession=2 WEST OF GARAFRAXA ROAD; legal=LOT 63, 2 WGR; linkage=none"
lotcon-7786,municipality-4,936776.64,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 65; concession=2 EAST OF GARAFRAXA ROAD; legal=LOT 65, 2 EGR; linkage=none"
lotcon-7787,municipality-4,425062.37,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 39; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 39, CON 1 SDR; linkage=none"
lotcon-7788,municipality-4,400671.87,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 16; concession=1 NORTH OF DURHAM ROAD; legal=LOT 16, CON 1 NDR; linkage=none"
lotcon-7789,municipality-4,801952.27,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 66; concession=3 EAST OF GARAFRAXA ROAD; legal=LOT 66, 3 EGR; linkage=none"
lotcon-7790,municipality-3,790901.93,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 16; concession=17; legal=LOT 16, CON 17; linkage=none"
lotcon-7791,municipality-3,953032.40,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 19; concession=22; legal=LOT 19, CON 22; linkage=none"
lotcon-7792,municipality-4,477726.02,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 10; concession=4 SOUTH OF DURHAM ROAD; legal=LOT 10, CON 4 SDR; linkage=none"
lotcon-7793,municipality-3,468755.09,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 227; concession=RANGE 3W; legal=LOT 227, RANGE 3W; linkage=none"
lotcon-7794,municipality-3,812349.68,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 25; concession=16; legal=LOT 25, CON 16; linkage=none"
lotcon-7795,municipality-4,411372.96,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 61; concession=2 SOUTH OF DURHAM ROAD; legal=LOT 61, CON 2 SDR; linkage=none"
lotcon-7796,municipality-3,986882.85,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 34; concession=15; legal=LOT 34, CON 15; linkage=none"
lotcon-7797,municipality-3,416529.06,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 220; concession=RANGE 4W; legal=LOT 220, RANGE 4W; linkage=none"
lotcon-7798,municipality-4,403878.64,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 38; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 38, CON 1 SDR; linkage=none"
lotcon-7799,municipality-5,401255.64,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 15; concession=1 NORTH OF DURHAM ROAD; legal=LOT 15, CON 1 NDR; linkage=none"
lotcon-7800,municipality-4,425967.12,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 60; concession=2 SOUTH OF DURHAM ROAD; legal=LOT 60, CON 2 SDR; linkage=none"
lotcon-7801,municipality-3,969661.44,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 18; concession=22; legal=LOT 18, CON 22; linkage=none"
lotcon-7802,municipality-4,444152.98,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 9; concession=4 SOUTH OF DURHAM ROAD; legal=LOT 9, CON 4 SDR; linkage=none"
lotcon-7803,municipality-4,365975.27,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 37; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 37, CON 1 SDR; linkage=none"
lotcon-7804,municipality-5,396476.62,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=1 NORTH OF DURHAM ROAD; legal=LOT 14, CON 1 NDR; linkage=none"
lotcon-7805,municipality-3,794831.12,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 6; concession=18; legal=LOT 6, CON 18; linkage=none"
lotcon-7806,municipality-3,556837.35,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 236; concession=RANGE 2W; legal=LOT 236, RANGE 2W; linkage=none"
lotcon-7807,municipality-4,392124.40,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 59; concession=2 SOUTH OF DURHAM ROAD; legal=LOT 59, CON 2 SDR; linkage=none"
